64.4	41821.4
64.5	41801
64.6	41780.6
64.7	41760.4
64.8	41740.2
64.9	41720
65	41700
65.1	41680
65.2	41660.2
65.3	41640.4
65.4	41620.6
65.5	41601
65.6	41581.4
65.7	41562
65.8	41542.6
65.9	41523.2
66	41504
66.1	41484.8
66.2	41465.8
66.3	41446.8
66.4	41427.8
66.5	41409
66.6	41390.2
66.7	41371.6
66.8	41353
66.9	41334.4
67	41316
67.1	41297.6
67.2	41279.4
67.3	41261.2
67.4	41243
67.5	41225
67.6	41207
67.7	41189.2
67.8	41171.4
67.9	41153.6
68	41136
68.1	41118.4
68.2	41101
68.3	41083.6
68.4	41066.2
68.5	41049
68.6	41031.8
68.7	41014.8
68.8	40997.8
68.9	40980.8
69	40964
69.1	40947.2
69.2	40930.6
69.3	40914
69.4	40897.4
69.5	40881
69.6	40864.6
69.7	40848.4
69.8	40832.2
69.9	40816
70	40800
70.1	40784
70.2	40768.2
70.3	40752.4
70.4	40736.6
70.5	40721
70.6	40705.4
70.7	40690
70.8	40674.6
70.9	40659.2
71	40644
71.1	40628.8
71.2	40613.8
71.3	40598.8
71.4	40583.8
71.5	40569
71.6	40554.2
71.7	40539.6
71.8	40525
71.9	40510.4
72	40496
72.1	40481.6
72.2	40467.4
72.3	40453.2
72.4	40439
72.5	40425
72.6	40411
72.7	40397.2
72.8	40383.4
72.9	40369.6
73	40356
73.1	40342.4
73.2	40329
73.3	40315.6
73.4	40302.2
73.5	40289
73.6	40275.8
73.7	40262.8
73.8	40249.8
73.9	40236.8
74	40224
74.1	40211.2
74.2	40198.6
74.3	40186
74.4	40173.4
74.5	40161
74.6	40148.6
74.7	40136.4
74.8	40124.2
74.9	40112
75	40100
75.1	40088
75.2	40076.2
75.3	40064.4
75.4	40052.6
75.5	40041
75.6	40029.4
75.7	40018
75.8	40006.6
75.9	39995.2
76	39984
76.1	39972.8
76.2	39961.8
76.3	39950.8
76.4	39939.8
76.5	39929
76.6	39918.2
76.7	39907.6
76.8	39897
76.9	39886.4
77	39876
77.1	39865.6
77.2	39855.4
77.3	39845.2
77.4	39835
77.5	39825
77.6	39815
77.7	39805.2
77.8	39795.4
77.9	39785.6
78	39776
78.1	39766.4
78.2	39757
78.3	39747.6
78.4	39738.2
78.5	39729
78.6	39719.8
78.7	39710.8
78.8	39701.8
78.9	39692.8
79	39684
79.1	39675.2
79.2	39666.6
79.3	39658
79.4	39649.4
79.5	39641
79.6	39632.6
79.7	39624.4
79.8	39616.2
79.9	39608
80	39600
80.1	39592
80.2	39584.2
80.3	39576.4
80.4	39568.6
80.5	39561
80.6	39553.4
80.7	39546
80.8	39538.6
80.9	39531.2
81	39524
81.1	39516.8
81.2	39509.8
81.3	39502.8
81.4	39495.8
81.5	39489
81.6	39482.2
81.7	39475.6
81.8	39469
81.9	39462.4
82	39456
82.1	39449.6
82.2	39443.4
82.3	39437.2
82.4	39431
82.5	39425
82.6	39419
82.7	39413.2
82.8	39407.4
82.9	39401.6
83	39396
83.1	39390.4
83.2	39385
83.3	39379.6
83.4	39374.2
83.5	39369
83.6	39363.8
83.7	39358.8
83.8	39353.8
83.9	39348.8
84	39344
84.1	39339.2
84.2	39334.6
84.3	39330
84.4	39325.4
84.5	39321
84.6	39316.6
84.7	39312.4
84.8	39308.2
84.9	39304
85	39300
85.1	39296
85.2	39292.2
85.3	39288.4
85.4	39284.6
85.5	39281
85.6	39277.4
85.7	39274
85.8	39270.6
85.9	39267.2
86	39264
86.1	39260.8
86.2	39257.8
86.3	39254.8
86.4	39251.8
86.5	39249
86.6	39246.2
86.7	39243.6
86.8	39241
86.9	39238.4
87	39236
87.1	39233.6
87.2	39231.4
87.3	39229.2
87.4	39227
87.5	39225
87.6	39223
87.7	39221.2
87.8	39219.4
87.9	39217.6
88	39216
88.1	39214.4
88.2	39213
88.3	39211.6
88.4	39210.2
88.5	39209
88.6	39207.8
88.7	39206.8
88.8	39205.8
88.9	39204.8
89	39204
89.1	39203.2
89.2	39202.6
89.3	39202
89.4	39201.4
89.5	39201
89.6	39200.6
89.7	39200.4
89.8	39200.2
89.9	39200
90	39200
90.1	39200
90.2	39200.2
90.3	39200.4
90.4	39200.6
90.5	39201
90.6	39201.4
90.7	39202
90.8	39202.6
90.9	39203.2
91	39204
91.1	39204.8
91.2	39205.8
91.3	39206.8
91.4	39207.8
91.5	39209
91.6	39210.2
91.7	39211.6
91.8	39213
91.9	39214.4
92	39216
92.1	39217.6
92.2	39219.4
92.3	39221.2
92.4	39223
92.5	39225
92.6	39227
92.7	39229.2
92.8	39231.4
92.9	39233.6
93	39236
93.1	39238.4
93.2	39241
93.3	39243.6
93.4	39246.2
93.5	39249
93.6	39251.8
93.7	39254.8
93.8	39257.8
93.9	39260.8
94	39264
94.1	39267.2
94.2	39270.6
94.3	39274
94.4	39277.4
94.5	39281
94.6	39284.6
94.7	39288.4
94.8	39292.2
94.9	39296
95	39300
95.1	39304
95.2	39308.2
95.3	39312.4
95.4	39316.6
95.5	39321
95.6	39325.4
95.7	39330
95.8	39334.6
95.9	39339.2
96	39344
96.1	39348.8
96.2	39353.8
96.3	39358.8
96.4	39363.8
96.5	39369
96.6	39374.2
96.7	39379.6
96.8	39385
96.9	39390.4
97	39396
97.1	39401.6
97.2	39407.4
97.3	39413.2
97.4	39419
97.5	39425
97.6	39431
97.7	39437.2
97.8	39443.4
97.9	39449.6
98	39456
98.1	39462.4
98.2	39469
98.3	39475.6
98.4	39482.2
98.5	39489
98.6	39495.8
98.7	39502.8
98.8	39509.8
98.9	39516.8
99	39524
99.1	39531.2
99.2	39538.6
99.3	39546
99.4	39553.4
99.5	39561
99.6	39568.6
99.7	39576.4
99.8	39584.2
99.9	39592
100	39600
100.1	39608
100.2	39616.2
100.3	39624.4
100.4	39632.6
100.5	39641
100.6	39649.4
100.7	39658
100.8	39666.6
100.9	39675.2
101	39684
101.1	39692.8
101.2	39701.8
101.3	39710.8
101.4	39719.8
101.5	39729
101.6	39738.2
101.7	39747.6
101.8	39757
101.9	39766.4
102	39776
102.1	39785.6
102.2	39795.4
102.3	39805.2
102.4	39815
102.5	39825
102.6	39835
102.7	39845.2
102.8	39855.4
102.9	39865.6
103	39876
103.1	39886.4
103.2	39897
103.3	39907.6
103.4	39918.2
103.5	39929
103.6	39939.8
103.7	39950.8
103.8	39961.8
103.9	39972.8
104	39984
104.1	39995.2
104.2	40006.6
104.3	40018
104.4	40029.4
104.5	40041
104.6	40052.6
104.7	40064.4
104.8	40076.2
104.9	40088
105	40100
105.1	40112
105.2	40124.2
105.3	40136.4
105.4	40148.6
105.5	40161
105.6	40173.4
105.7	40186
105.8	40198.6
105.9	40211.2
106	40224
106.1	40236.8
106.2	40249.8
106.3	40262.8
106.4	40275.8
106.5	40289
106.6	40302.2
106.7	40315.6
106.8	40329
106.9	40342.4
107	40356
107.1	40369.6
107.2	40383.4
107.3	40397.2
107.4	40411
107.5	40425
107.6	40439
107.7	40453.2
107.8	40467.4
107.9	40481.6
108	40496
108.1	40510.4
108.2	40525
108.3	40539.6
108.4	40554.2
108.5	40569
108.6	40583.8
108.7	40598.8
108.8	40613.8
108.9	40628.8
109	40644
109.1	40659.2
109.2	40674.6
109.3	40690
109.4	40705.4
109.5	40721
109.6	40736.6
109.7	40752.4
109.8	40768.2
109.9	40784
110	40800
110.1	40816
110.2	40832.2
110.3	40848.4
110.4	40864.6
110.5	40881
110.6	40897.4
110.7	40914
110.8	40930.6
110.9	40947.2
111	40964
111.1	40980.8
111.2	40997.8
111.3	41014.8
111.4	41031.8
111.5	41049
111.6	41066.2
111.7	41083.6
111.8	41101
111.9	41118.4
112	41136
112.1	41153.6
112.2	41171.4
112.3	41189.2
112.4	41207
112.5	41225
112.6	41243
112.7	41261.2
112.8	41279.4
112.9	41297.6
113	41316
113.1	41334.4
113.2	41353
113.3	41371.6
113.4	41390.2
113.5	41409
113.6	41427.8
113.7	41446.8
113.8	41465.8
113.9	41484.8
114	41504
114.1	41523.2
114.2	41542.6
114.3	41562
114.4	41581.4
114.5	41601
114.6	41620.6
114.7	41640.4
114.8	41660.2
114.9	41680
115	41700
115.1	41720
115.2	41740.2
115.3	41760.4
115.4	41780.6
115.5	41801
115.6	41821.4
115.7	41842
115.8	41862.6
115.9	41883.2
116	41904
116.1	41924.8
116.2	41945.8
116.3	41966.8
116.4	41987.8
116.5	42009
116.6	42030.2
116.7	42051.6
116.8	42073
116.9	42094.4
117	42116
117.1	42137.6
117.2	42159.4
117.3	42181.2
117.4	42203
117.5	42225
117.6	42247
117.7	42269.2
117.8	42291.4
117.9	42313.6
118	42336
118.1	42358.4
118.2	42381
118.3	42403.6
118.4	42426.2
118.5	42449
118.6	42471.8
118.7	42494.8
118.8	42517.8
118.9	42540.8
119	42564
119.1	42587.2
119.2	42610.6
119.3	42634
119.4	42657.4
119.5	42681
119.6	42704.6
119.7	42728.4
119.8	42752.2
119.9	42776
120	42800
120.1	42824
120.2	42848.2
120.3	42872.4
120.4	42896.6
120.5	42921
120.6	42945.4
120.7	42970
120.8	42994.6
120.9	43019.2
121	43044
121.1	43068.8
121.2	43093.8
121.3	43118.8
121.4	43143.8
121.5	43169
121.6	43194.2
121.7	43219.6
121.8	43245
121.9	43270.4
122	43296
122.1	43321.6
122.2	43347.4
122.3	43373.2
122.4	43399
122.5	43425
122.6	43451
122.7	43477.2
122.8	43503.4
122.9	43529.6
123	43556
123.1	43582.4
123.2	43609
123.3	43635.6
123.4	43662.2
123.5	43689
123.6	43715.8
123.7	43742.8
123.8	43769.8
123.9	43796.8
124	43824
124.1	43851.2
124.2	43878.6
124.3	43906
124.4	43933.4
124.5	43961
124.6	43988.6
124.7	44016.4
124.8	44044.2
124.9	44072
125	44100
125.1	44128
125.2	44156.2
125.3	44184.4
125.4	44212.6
125.5	44241
125.6	44269.4
125.7	44298
125.8	44326.6
125.9	44355.2
126	44384
126.1	44412.8
126.2	44441.8
126.3	44470.8
126.4	44499.8
126.5	44529
126.6	44558.2
126.7	44587.6
126.8	44617
126.9	44646.4
127	44676
127.1	44705.6
127.2	44735.4
127.3	44765.2
127.4	44795
127.5	44825
127.6	44855
127.7	44885.2
127.8	44915.4
127.9	44945.6
128	44976
128.1	45006.4
128.2	45037
128.3	45067.6
128.4	45098.2
128.5	45129
128.6	45159.8
128.7	45190.8
128.8	45221.8
128.9	45252.8
129	45284
129.1	45315.2
129.2	45346.6
129.3	45378
129.4	45409.4
129.5	45441
129.6	45472.6
129.7	45504.4
129.8	45536.2
129.9	45568
130	45600
130.1	45632
130.2	45664.2
130.3	45696.4
130.4	45728.6
130.5	45761
130.6	45793.4
130.7	45826
130.8	45858.6
130.9	45891.2
131	45924
131.1	45956.8
131.2	45989.8
131.3	46022.8
131.4	46055.8
131.5	46089
131.6	46122.2
131.7	46155.6
131.8	46189
